30710,3365,4.0,3.9663424,5.9546976,4.0,4.0
5778,1541,3.0,2.6119025,3.1309671,3.0,3.0
43506,6885,4.0,3.9170408,4.4292097,4.0,4.0
28346,9295,5.0,5.044863,5.6952906,5.0,5.0
36165,1841,1.0,2.0221124,2.3573952,1.0,1.0
15020,5149,4.0,4.0469594,5.0643897,4.0,4.0
20695,511,3.0,3.0839021,4.8824797,3.0,3.0
20853,8691,4.0,3.955351,5.4839425,4.0,4.0
1082,10427,5.0,4.9519305,4.5619574,5.0,5.0
20326,8995,5.0,4.664711,4.3139577,5.0,5.0
3999,4320,1.0,0.98601043,2.8526578,1.0,1.0
23077,5975,4.0,4.095689,4.7505302,4.0,4.0
12727,8242,4.0,3.7086563,4.029759,4.0,4.0
955,10774,4.0,3.7974234,4.0028086,4.0,4.0
37405,6350,3.0,2.8215585,4.0487485,3.0,3.0
41240,9925,4.0,3.9011097,6.1385827,4.0,4.0
6098,3801,4.0,3.9590855,5.097665,4.0,4.0
19994,774,4.0,3.960378,4.607339,4.0,4.0
39169,796,2.0,2.4903579,2.6292367,2.0,2.0
17779,11225,4.0,3.7275321,4.1596627,4.0,4.0
32935,4699,2.0,2.4706008,3.3515062,2.0,2.0
42923,5520,1.0,0.9728062,2.8567734,1.0,1.0
468,6879,5.0,4.472197,4.652164,5.0,5.0
42720,3907,2.0,2.434675,2.7022438,2.0,2.0
20751,6903,4.0,4.0136647,5.241189,4.0,4.0
27588,8905,4.0,3.9627976,5.6354313,4.0,4.0
41495,2842,3.0,3.1900988,4.7717657,3.0,3.0
33140,5722,3.0,3.3815286,4.398326,3.0,3.0
73,8468,4.0,3.6083374,4.567191,4.0,4.0
14839,5279,3.0,2.963932,6.645608,3.0,3.0
16178,8939,5.0,4.691949,4.890774,5.0,5.0
9186,653,5.0,4.696417,6.476573,5.0,5.0
29412,416,4.0,3.9677038,6.639914,4.0,4.0
38107,9235,2.0,2.4458852,3.128714,2.0,2.0
11547,7816,5.0,4.8466754,5.1692085,5.0,5.0
14418,6234,4.0,4.0748463,5.3655705,4.0,4.0
40479,10829,4.0,3.639008,4.652803,4.0,4.0
24943,9423,3.0,3.3830757,3.9244199,3.0,3.0
25503,11303,2.0,2.2889652,2.7692327,2.0,2.0
27370,7048,5.0,4.967131,6.222314,5.0,5.0
6498,10400,4.0,3.9346933,4.5226707,4.0,4.0
26942,9291,3.0,3.3543684,4.5548706,3.0,3.0
14131,11527,4.0,4.1235213,6.0686846,4.0,4.0
19696,7909,5.0,5.026454,4.5073714,5.0,5.0
27956,8045,1.0,1.4916475,2.1543489,1.0,1.0
10407,11156,1.0,2.0942535,3.075067,1.0,1.0
6233,6005,2.0,2.6687665,2.8955183,2.0,2.0
39221,2022,3.0,2.9980552,3.7512114,3.0,3.0
24065,4259,4.0,4.1836305,4.4159403,4.0,4.0
27494,5510,3.0,3.1941235,4.647104,3.0,3.0
6837,4655,3.0,3.262656,5.15332,3.0,3.0
15755,10198,4.0,4.064975,4.8028336,4.0,4.0
33860,2374,3.0,3.071405,3.4454684,3.0,3.0
24065,4249,4.0,3.9981318,4.5632935,4.0,4.0
18966,6740,1.0,1.9942551,2.8155956,1.0,1.0
31620,11080,5.0,4.4431043,5.4630203,5.0,5.0
38535,697,2.0,2.3712468,4.5782814,2.0,2.0
38713,2923,5.0,4.5034704,4.8671293,5.0,5.0
41343,1329,4.0,3.9139223,4.8011823,4.0,4.0
37359,10199,4.0,3.5406895,7.063954,4.0,4.0
352,199,5.0,4.844187,6.44615,5.0,5.0
5960,8201,5.0,4.843694,5.688816,5.0,5.0
6074,7968,2.0,2.4796605,2.986155,2.0,2.0
17803,1955,5.0,4.974184,7.5111957,5.0,5.0
6330,7767,3.0,2.9343302,4.1094694,3.0,3.0
21671,1333,4.0,3.6272984,4.1491,4.0,4.0
37115,6094,5.0,5.013129,5.7800674,5.0,5.0
2999,1977,5.0,4.519573,4.315759,5.0,5.0
6568,6954,4.0,3.7583225,4.3470783,4.0,4.0
3035,3438,4.0,3.985796,6.2787647,4.0,4.0
25503,2560,4.0,3.3587637,3.6557002,4.0,4.0
9776,2965,5.0,4.6517444,5.4780693,5.0,5.0
33053,1503,5.0,4.658081,5.80027,5.0,5.0
28490,3512,4.0,3.6441011,4.000902,4.0,4.0
28921,821,4.0,3.3924646,4.051927,4.0,4.0
13840,9553,3.0,2.737032,3.1421447,3.0,3.0
5761,1214,2.0,1.9358213,2.7319665,2.0,2.0
38692,7251,4.0,4.000418,4.754611,4.0,4.0
39621,7075,4.0,4.102795,7.1686935,4.0,4.0
6817,6446,1.0,2.021645,3.1873775,1.0,1.0
25603,10096,2.0,2.9603589,3.8503091,2.0,2.0
39871,10176,5.0,4.064461,4.446422,5.0,5.0
11399,6090,4.0,3.992499,4.3399076,4.0,4.0
17557,10899,4.0,4.0557947,4.731053,4.0,4.0
