"review_id","stars"
"Wv-4SQr9UUztIBnjzHu9-g",4.025
"6CQgD-mC2hZkHLiRSXc3wQ",3.7093115
"CK_jCsfvzX7B4I48gC5fXQ",3.7093115
"QEJ2TAmUmtcz6rVz2mhihg",3.395
"1u6rTznnVSDgVeaxpGQzKQ",4.5
"HW4MFsVIeAf8KfcLDfbqXA",3.7272627
"wgZptlK7ArG7kRA78Xy26w",4.1220484
"CfZAWA8uPdyHqC43PPV5nA",4.5
"-2l-Gcro_paZuc5PV_Rg8A",3.6220486
"-KkgInOPKWxjvZwVvV0zPg",4.1722627
"Np3RBYyE8mHC6di0w2MDUQ",4.037263
"jkiwMKLQUqSik0qnnzYfxg",3.7093115
"TZAa_61ODaRTDzEWwPY9yg",3.6072626
"4Q5srbbkdjZiZloSFsGxFw",4.0550003
"XnRbUSFZB5DieSHrBkV2ng",3.8720486
"kEYEqY1Qs-W3Ise4XDiIdQ",3.665
"O4zfvsFXaXnISEiL7DuELg",3.8720486
"OPud6_T25yny_veVFgwnpg",3.8372626
"6o48ylH1Pql0j1kN8ZZt0g",3.6666667
"RhcChIyZ5s3gey-Mj73QBg",3.7093115
"nnYjybfVAGcT5UVsdyaOTQ",3.795
"a7dhJn5OGvIl3Kyu0f7h0g",3.665
"Ci1l0cBIW-xJ4mPoHot_tQ",3.9022627
"GwkfBs3ryGV4qochfkGCJw",2.745
"fUJFwZ3EwLGmWbYWjbDHGw",3.8720486
"OlzwNYEfzv6ALBmcjuI7Nw",4.368948
"pDEPW6gEYsWl1E8ZNkSJeQ",3.8372626
"0hcPk_NBDwWhPVMLIWs-0A",3.6220486
"r-PpDp7XxuvtD3vhCAcn9A",3.8720486
"6rK3nDr6cSYNdlaBXX8VFg",3.7093115
"jRDmnBRAsyuiMe-bwHcODA",3.5472627
"1c1F1gupYv6c-DKjroPCOA",3.815
"9j0maNhcKThXi_PhrabfIA",3.7093115
"ouPDdGaLk_MCC0Hxi_bV5w",3.3720486
"N1OXAumpHTuKHRak6fo8_g",3.7093115
"K3q6_B6d8DhPSuf4xmKhiw",4.375
"CmQ-ftH-4mqLOOZpv6ndlg",3.8600001
"Yy90K-U-kRbvY0J0bFFQXg",4.2973943
"nKOyGlvhsQjB3xDT7su3RA",3.6220486
"cd3IjxTMaRWovINs_l1jfA",3.25
"Wgd5OzoTzze9clteH0i0fA",4
"wAZPCbhkaj-i8g48XN1ImQ",4.470745
"NAxYJXk_HKOLLs1xYAuckg",3
"p6xAm5i6lvJy_DAh0YLmJA",3.7093115
"a1In35v6ApE46-XMnUWTLw",3.1220486
"aqdlkrQKyR3zMeeKWcwZmA",4.1220484
"y5dhSBQ2oubvmlwiP0MElg",3.6220486
"vOXLsOvboB1AgWbEeodkCg",4.085
"TD9z4v-ONSW3Q9pWQzlKlw",3.75
"CZkBrtCpEchjbzTrobSzyg",4.3720484
"M0cnoCoj3y1ovIWSG9yzTQ",3.7093115
"3CHNbGmn_jBFlzprKvQUyg",4.53562
"oCM0V43-YlT47_h88kJC_A",3.6122627
"xiaMLrCS0-rr8Kxhm_uWdw",4.3720484
"9k-X0IpTBOtB0LLuROGwnw",3.7093115
"K9L4aOI5_tiZVAXB6TroGA",3.7093115
"Cu_ZvYTdjsJR88x4ZZCKRQ",3.0349998
"wvJLIeoqWk_UlKkGpXrkmQ",4.395
"XQt32DOUGC4JNma0FwnlRA",4.12
"mt3oeIZPOSpsrfhOXYfqlA",3.7093115
"Feq7BsHwFDuAh9eTVQNpzA",4.25
"FqFGY_-hZiFNqZQeSxwa6A",4.3720484
"Ye-8f718mo8NWUrRotvBtw",4.1122627
"kyK7gqfIMz1xDTg9b3iPFQ",4.3372626
"jOuKGWalka8K6YZSySeG3g",4.1220484
"K783m_J2XC7yIve-hup9Og",4.25
"zyaA29zO5QdOiz_LSyK1PA",3.7093115
"MSutefRGb2a2u1L4Z6FwZw",4
"lyxEcLHfEaF7WSZZSxXlKg",3.75
"zmdsyWzXemlkNQjUiYVZTQ",3.6220486
"yDSWcI4ufEeYhp7m6KjkYQ",2.8720486
"n8Rzg7O346lNqflweg835A",2.3430703
"Wa4E30GuIWT8Z7ROjQy68w",3.98
"Gavawlr96fSE9Nugzyb7vQ",3.095
"1voeA2wwKQT5vFW1Ws3VVA",3.7093115
"mG-Kbv3slg8Yd6K-fK_ssw",4.1220484
"1MhzHYNOIAH4KBJz262Wbg",5
"m-ZNBKFTYrrTXhI2ilaf9A",3.75
"gYyhbMTsDBn1chdQ1sYIcA",3.92
"Te1K1yemlCUTOVS_82zGqw",3.7093115
"_2QHKAhmJoq8cLJeNdfuGw",3.86
"1p4hmC_EAVLVwFkXX4QuAQ",3.415
"LEGx21lRKpLtuAReiAIYfg",4
"wZ1J6izoboUXEAU00k3z0Q",3.7093115
"JwsjG2wZjYvHYRjq7TEN4A",3.595
"3dV4kIXegl8ysJtuuSobUw",3.8720486
"wey2w13ZCaXOOYBn8GiQwQ",3.3720486
"B3SwfLBX5wXQmm010hs9gg",3.825
"fZ1BH5jd-Kutkokdkb6zLg",3.8372626
"UBCJWY39uNAEN02qoxsreQ",3.5
"geFdIVidIXgiJUZCh50JLg",3.8720486
"35Wpg6iKNFMtOhXCGlTC-Q",3.75
"3mjJDFvhEllFbkgEA_shIw",3.630431
"SjsbyCE25MHSI6k8DzrAQg",3.6220486
"WRZzr4JyG4jDPVsCk_oe9A",4.1220484
"krjNvirdPbpt7PdMnRmdoQ",3.67
"m5Dj9q16ASjh34MsJvjSpQ",4.1220484
"dd3IFB1Kgi7viQ94YzEjfw",3.3720486
"dSDjCqcGZKJucCowiBt9jg",4
"SiH5lG-ZoSKXN00iU6Vkjg",3.6220486
"Q6ipPOWwbQ45THjBuzlWmQ",4.1220484
"UeDKDD-dU0rxDghrK-pS3A",3.595
"8yTVH5mK3KTKxULkzdVipw",3.6220486
"-86ZKy7m73LZ9KnhpylSHw",4.115
"SQpPj5anc0HW9-04wtabKw",4.1220484
"P7_63pEokkqadQj0wZydEg",3.7093115
"Rsh2CSTHXO9m2FoOkVdj9A",4.3720484
"ubkqQRf_c17Lj3hCFJKd7g",3.7093115
"3vmUnfNkzJl1LKZip4T3Dg",3.8720486
"MapcgBkI0v5pGDpyBLrBxg",3.71
"Zyo3Po__kxYyKFMIgJEAwg",3.7093115
"Vmews_PmA92QwroHByMWJQ",3.835
"n_F4tetikzXJaaO-YPc2Dg",4.085
"wjYwqQG95O4jnxz3BOMaXw",3.4650002
"v-wZdZUOQrC-kcLUo7LpjA",3.7093115
"PWWSir1owUbX-eIjt7G3gA",3.8720486
"Sp2FTbw8iohFC-8gP_bcIQ",3.3600001
"XAbS9GosUTEt3rGGDONMpQ",3.685
"o8URRD1UKExYXYdawRM3cA",3.5
"yzq_SIyme89F3QhAroAdvQ",3.095
"PFn2E5DNt5ULqO-4CgkeAw",3.7216635
"JuPxpV0wu7ZEbzQoItdHjA",4.1220484
"X2tY2zavmHDUy6aJrAgGuw",3.6220486
"cHOJ-h4bq1K33Fv5Zxnm1Q",4.5
"Vd9E6n0mIhfXQgbZfE_lwA",3.7272627
"16TjuS5dAnaNJEITi7kv4Q",4.01
"THScd4acwJuxDgyNO-tYoQ",3.8720486
"wrhJR2xn6k4Ts9mwzTgzDQ",2.75
"9NLjTx8AdEzn8mTyTHVR6w",3.6220486
"Ek47OnljBubWk09sWbuHfA",4.3720484
"O50d5HILvLNk3oup1ANgbw",3.82
"xdn-qmK3FmIL46xB29tZSw",4.12
"rg8cUtGHyVeIUKE3RGZ-1A",4.1220484
"gQ2wn450b8y0mS3B7mkYpA",3.7093115
"cHeHx9i_x2x3OCXswc8WSA",3.9545677
"zOU_Y87Kj8ndmXTFdk76gw",3.8720486
"GkTEqfJI3wc_pIJ0_rZNgQ",4.25
"cImRznqZ4nFKJ4_3Q3b0WA",4
"IYMYblqg62zRb3VnhO4SVQ",3.7093115
"iynSbjh4cMozF124dQ90fw",2.75
"vJmpyysuqUbPpGpGR2Wp8w",3.7093115
"GXP6ZlbscSLfQtTiqSPsLw",3.8720486
"wBPYiVo7odIsw-YRxey8aA",3.7093115
"O-Hp9bx3dfSUmpsEPO0Ykw",3.6220486
"eti3tBBY7nD35F6eu9oAWQ",3.8720486
"8alS_UOie7x6C5PvoGHKSw",4.2113247
"tP78iSpaOVuCgIA2noVf0w",3.8720486
"YAbWn9F7KxlomiuIoeNqPg",4.376697
"KPwOL62aW2CvJiJDezQ7Ng",3.6220486
"kxNzXpR6VlJ8bkYT5mMueA",3.6220486
"PC0oNbcg9d_W9QtWuWuhQA",3.8720486
"xVWOUY1OmbscMR0lCc0K9g",3.4299998
"_2urQ2SyprV0AWx4Yc8BHA",3.7093115
"PY9qH_FYQyRrsaHosWLkYg",3.7093115
"vwHgu6zD6YWQNXMzMEhfEA",3.6220486
"7ADowiMH9qBCYuy0t8ofZw",3.37
"PGqO_rvg6JcBFo4l4DIkhA",4.1220484
"_eBpnJDBS4axOsxqiH-W4g",4.365
"w0k-bRS-OUMh8GydMoSQIg",3.5349998
"UUTdjl4FEehcnrJChbuInQ",3.8720486
"s30HWbC0127JQeK1bIJ6mw",3.7093115
"icOwZJqRP4yFBemMVhOKzg",4.1220484
"W5AA0Ihm0HtkdWlc_behkA",3.76
"l_JwiI7cor5BM-VFOm0b3Q",3.75
"QIhUovjMz0wtuQ4Ld6bPbw",3.8720486
"v_9oXmg8KHlpQCRmy6rvnw",3.125
"zufFhD8thKfBwEioW2owDQ",4.5
"mNhSQb6UH39WpQ84_BCOsw",3.6522627
"9uy7PGdJ1qk-hKtin5CfIA",4.0022626
"lL3vcYtreXwWy7fvwlfH7w",3.8720486
"AWQozO1JIyFWQTDZWYhO_Q",3.8720486
"V8FLJnC3kmPSQyoxFbwPnw",5
"czLGSnq7KZ-T0aJ0bjFLRw",3.7093115
"wBiOXQttbWaXFbUnZpEXZQ",3.8720486
"SXAY1sK0uD-gV1WlXzUGUA",3.7093115
"-ZK5w6o776UGp5DFNwOsxQ",3.8720486
"UKb76lPUOva93_7Juwr7Wg",3.1220486
"Hv562efQ3sR-g5r29R6o1Q",3.7093115
"8v4cKRRPdYlcmPKGft1B2w",3.8720486
"cmS48ixKLzWpfmJ7RmmHQA",3.53
"xwrtutZ1MwGBUSa3kGd7iQ",3.6220486
"rWpBTF-wDG2tA_PW0WuM5Q",3.71
"2UCEjs21XD6qGJrZYBI3CA",4.2372627
"nRrzDWq0AMA4JUgTd4Sgsg",3.6220486
"jEBN7ktNnNJD8T6WeGzLvg",3.7093115
"-qF8dr0TvC4YJxalG2bpow",4.492289
"vlEYNV9Lakg3gJt9o7fs4A",4.105
"Ds0y2VhFnPS4cbLiSod0Sw",3.6220486
"chlu-3_B1qBWos5iVK7Dnw",3.7093115
"ZrKa33XYUC96rfxWPGAYQQ",3.9822626
"Fr5UlTZCdzY9qNLSOG3hew",3.1220486
"zph4YWuxLYtVAqECL0qPyA",4.1220484
"dG2ukIzPzh7sHoiFJ4qkMw",3.666305
"AaIhanO4rgQAY-5cV9QhMQ",3.8720486
"AuqclmInh72kHLLxAgRjKg",3.7093115
"x9KSePePWiXOTpFV9LhIXw",3.415
"tzteD-RJ-c-6sUz6jYw5YA",3.6220486
"geOCPVe-H02B0CBxbF0Xkw",2.3372626
"_Ydq_JTkXFebPXNZvZXl0g",3.8720486
"u8O0UGRJSkrHLD916EyLOQ",4
"_15WjjQUTQUdHbOlHOm3Kw",4.2650003
"tW1QXt4U070LLf8qokXU2w",3.7093115
"Bm7PE7IPdG20-I6urAhyaA",3.7093115
"8-lERV0SQFNPVaNzyqJ42w",3.8720486
"b1rhaHsK56XBPhW0fWdX4g",3.2572627
"5vFdupadkVpF7G7G6uH9zQ",3.9650002
"a6nZ43DDTJAd2im877DvrA",3.6220486
"WyQzpITCMSNOAKKJV9d6ew",2.3372626
"xLIRh2IM86NXJc9SgN8T1A",3.2222629
"fIsdvR5_ZSPxjx6ZpLUpMA",3.625
"AVbFSbY-jbC9BedRzu6fyw",4.085
"gYPeLy4JfW2MB4uf-VApkQ",4.1220484
"_GHfL3xSRnvZqRLxHwUMxQ",3.455
"5bGHYJAq2wn78jEALOmwAg",3.9899297
"F7uiY0fkG4t3cWDf5MKNlA",3.6772628
"mu2xIIIFeAkwtqtC7LZgeA",3.8720486
"IGf2YDYrO8X_cNFMqfY6fw",4.177263
"feDY9g1N8Re1gXUUHPawRQ",3.6220486
"gy6KDrH8AiEELEMp1YZeBw",4.615247
"1TcdI_q9LJ7MHtlsqlG0hA",3.845
"FUSRBUZCUkv_-gTvjXENKg",3.8720486
"hbRuhnpL7Z95xgnH3qplDg",4.035
"OPnXetmXF_aD3vRSfMu9eQ",4
"KS2PV87FlvvNbvJ0GsgOVg",4.026543
"mobsyIo38aIf7zcRKQ0pBw",3.8720486
"m-CVgaZkmGL4kSZ-pJSZsQ",2.4746244
"4pvbyw_rZ7ktJpsLMSGumw",3.9554315
"02FNdMa8xQ8lcOO3iQTEgw",3.885
"y0JX14NTfsyhv5J87sZYMg",3.7093115
"pFNhSwLLRAHDbvjRFTHgNw",3.6220486
"YU0v1SjByhn9HqDejT8-og",3.6220486
